ID;document;source
1.0;"Artículo 337.  
Los Presidentes de las Audiencias Provinciales serán nombrados por un período de 
cinco años renovable por un único mandato de otros cinco años, a propuesta del Consejo 
General del Poder Judicial, entre los magistrados que lo soliciten, de entre los que lleven 
diez años de servicios en la carrera.
Artículo 338.  
Los Presidentes de la Audiencia Nacional, de los Tribunales Superiores de Justicia, de 
las Audiencias, de Sala de la Audiencia Nacional y de Sala de los Tribunales Superiores de 
Justicia, cesarán por alguna de las causas siguientes:
1.º Por expiración de su mandato, salvo que sean confirmados por un único mandato de 
otros cinco años.
2.º Por dimisión, aceptada por el Consejo General.
3.º Por resolución acordada en expediente disciplinario.
Artículo 339.  
El Presidente de la Audiencia Nacional y los Presidentes de los Tribunales Superiores de 
Justicia, cuando cesen en el cargo, quedarán adscritos, a su elección, al Tribunal o 
Audiencia en que cesen o a aquél del que provinieran en su último destino, hasta la 
adjudicación de la plaza correspondiente del que hubieren elegido. Si hubieren agotado la";0.0
1.0;"refrendado por el Presidente del Gobierno.
5. El Presidente del Tribunal Supremo prestará juramento o promesa ante el Rey y 
tomará posesión de su cargo ante el Pleno de dicho Alto Tribunal.
Artículo 587.  
1. La duración del mandato del Presidente del Tribunal Supremo y del Consejo General 
del Poder Judicial coincidirá con la del Consejo que lo haya elegido.
2. El Presidente del Tribunal Supremo y del Consejo General del Poder Judicial podrá 
ser reelegido y nombrado, por una sola vez, para un nuevo mandato.
Artículo 588.  
1. El Presidente del Tribunal Supremo y del Consejo General del Poder Judicial cesará 
por las siguientes causas:CÓDIGO PROCESAL PENAL
§ 3  Ley Orgánica del Poder Judicial
– 416 –";0.0
1.0;"Artículo 208.  
1. El Presidente del Tribunal Supremo, el Presidente de la Audiencia Nacional y los 
Presidentes de los Tribunales Superiores de Justicia serán sustituidos por el Presidente de la 
Sala de la misma sede más antiguo en el cargo. No obstante, la Sala de Gobierno será 
convocada y presidida por el Presidente de Sala más antiguo en el cargo, aunque sea de 
distinta sede.
2. Los Presidentes de las Audiencias Provinciales serán sustituidos por el Presidente de 
Sección más antiguo o, si no las hubiere, por el Magistrado con mejor puesto en el 
escalafón.
3. Cuando la plantilla de la Audiencia no comprenda otra plaza que la de su Presidente, 
le sustituirá el Magistrado titular que se hallare en turno para acudir a completar la Audiencia.
Artículo 209.  
1. Los Presidentes de las Salas y de las Secciones serán sustituidos por el Magistrado 
con mejor puesto en el escalafón de la Sala o Sección de que se trate.
2. En caso de vacante, asumirá la presidencia de la Sala el Presidente de la Audiencia o 
Tribunal, si lo estimare procedente.
Artículo 210.  
1. Las sustituciones de jueces y magistrados en órganos judiciales unipersonales se";0.0
1.0;"1.ª Por haber expirado el término de su mandato, que se entenderá agotado, en todo 
caso, en la misma fecha en que concluya el del Consejo por el que hubiere sido elegido.
2.ª Por renuncia.
3.ª Por decisión del Pleno del Consejo General del Poder Judicial, a causa de notoria 
incapacidad o incumplimiento grave de los deberes del cargo, apreciados por tres quintos de 
sus miembros.
2. Las causas segunda y tercera de este artículo se comunicarán al Gobierno por 
mediación del Ministro de Justicia. En tales casos se procederá a nuevo nombramiento de 
Presidente del Tribunal Supremo y del Consejo General del Poder Judicial.
Artículo 589.  
1. En el primer Pleno ordinario del Consejo General del Poder Judicial posterior a la 
elección del Presidente del Tribunal Supremo y del Consejo General del Poder Judicial, se 
deberá elegir al Vicepresidente del Tribunal Supremo.
2. El Vicepresidente del Tribunal Supremo será nombrado, por mayoría absoluta, por el 
Pleno del Consejo General del Poder Judicial, a propuesta del Presidente. Para figurar en la 
propuesta será preciso tener la categoría de Magistrado del Tribunal Supremo, estar en";0.0
2.0;"Artículo 337.  
Los Presidentes de las Audiencias Provinciales serán nombrados por un período de 
cinco años renovable por un único mandato de otros cinco años, a propuesta del Consejo 
General del Poder Judicial, entre los magistrados que lo soliciten, de entre los que lleven 
diez años de servicios en la carrera.
Artículo 338.  
Los Presidentes de la Audiencia Nacional, de los Tribunales Superiores de Justicia, de 
las Audiencias, de Sala de la Audiencia Nacional y de Sala de los Tribunales Superiores de 
Justicia, cesarán por alguna de las causas siguientes:
1.º Por expiración de su mandato, salvo que sean confirmados por un único mandato de 
otros cinco años.
2.º Por dimisión, aceptada por el Consejo General.
3.º Por resolución acordada en expediente disciplinario.
Artículo 339.  
El Presidente de la Audiencia Nacional y los Presidentes de los Tribunales Superiores de 
Justicia, cuando cesen en el cargo, quedarán adscritos, a su elección, al Tribunal o 
Audiencia en que cesen o a aquél del que provinieran en su último destino, hasta la 
adjudicación de la plaza correspondiente del que hubieren elegido. Si hubieren agotado la";0.0
2.0;"Artículo 208.  
1. El Presidente del Tribunal Supremo, el Presidente de la Audiencia Nacional y los 
Presidentes de los Tribunales Superiores de Justicia serán sustituidos por el Presidente de la 
Sala de la misma sede más antiguo en el cargo. No obstante, la Sala de Gobierno será 
convocada y presidida por el Presidente de Sala más antiguo en el cargo, aunque sea de 
distinta sede.
2. Los Presidentes de las Audiencias Provinciales serán sustituidos por el Presidente de 
Sección más antiguo o, si no las hubiere, por el Magistrado con mejor puesto en el 
escalafón.
3. Cuando la plantilla de la Audiencia no comprenda otra plaza que la de su Presidente, 
le sustituirá el Magistrado titular que se hallare en turno para acudir a completar la Audiencia.
Artículo 209.  
1. Los Presidentes de las Salas y de las Secciones serán sustituidos por el Magistrado 
con mejor puesto en el escalafón de la Sala o Sección de que se trate.
2. En caso de vacante, asumirá la presidencia de la Sala el Presidente de la Audiencia o 
Tribunal, si lo estimare procedente.
Artículo 210.  
1. Las sustituciones de jueces y magistrados en órganos judiciales unipersonales se";0.0
4.0;"Congreso de los Diputados el programa político del Gobierno que pretenda formar y 
solicitará la confianza de la Cámara.
3. Si el Congreso de los Diputados, por el voto de la mayoría absoluta de sus miembros, 
otorgare su confianza a dicho candidato, el Rey le nombrará Presidente. De no alcanzarse 
dicha mayoría, se someterá la misma propuesta a nueva votación cuarenta y ocho horas 
después de la anterior, y la confianza se entenderá otorgada si obtuviere la mayoría simple.
4. Si efectuadas las citadas votaciones no se otorgase la confianza para la investidura, 
se tramitarán sucesivas propuestas en la forma prevista en los apartados anteriores.
5. Si transcurrido el plazo de dos meses, a partir de la primera votación de investidura, 
ningún candidato hubiere obtenido la confianza del Congreso, el Rey disolverá ambas 
Cámaras y convocará nuevas elecciones con el refrendo del Presidente del Congreso.
Artículo 100.  
Los demás miembros del Gobierno serán nombrados y separados por el Rey, a 
propuesta de su Presidente.
Artículo 101.  
1. El Gobierno cesa tras la celebración de elecciones generales, en los casos de pérdida";0.0
4.0;"1. Los actos del Rey serán refrendados por el Presidente del Gobierno y, en su caso, por 
los Ministros competentes. La propuesta y el nombramiento del Presidente del Gobierno, y la 
disolución prevista en el artículo 99, serán refrendados por el Presidente del Congreso.
2. De los actos del Rey serán responsables las personas que los refrenden.
Artículo 65.  
1. El Rey recibe de los Presupuestos del Estado una cantidad global para el 
sostenimiento de su Familia y Casa, y distribuye libremente la misma.
2. El Rey nombra y releva libremente a los miembros civiles y militares de su Casa.CONSTITUCIÓN ESPAÑOLA
§ 1  Constitución Española
– 12 –";0.0
4.0;"nombrarán las Cortes Generales, pero no podrán acumularse los cargos de Regente y de 
tutor sino en el padre, madre o ascendientes directos del Rey.
2. El ejercicio de la tutela es también incompatible con el de todo cargo o representación 
política.
Artículo 61.  
1. El Rey, al ser proclamado ante las Cortes Generales, prestará juramento de 
desempeñar fielmente sus funciones, guardar y hacer guardar la Constitución y las leyes y 
respetar los derechos de los ciudadanos y de las Comunidades Autónomas.
2. El Príncipe heredero, al alcanzar la mayoría de edad, y el Regente o Regentes al 
hacerse cargo de sus funciones, prestarán el mismo juramento, así como el de fidelidad al 
Rey.
Artículo 62.  
Corresponde al Rey:
a) Sancionar y promulgar las leyes.
b) Convocar y disolver las Cortes Generales y convocar elecciones en los términos 
previstos en la Constitución.
c) Convocar a referéndum en los casos previstos en la Constitución.
d) Proponer el candidato a Presidente del Gobierno y, en su caso, nombrarlo, así como 
poner fin a sus funciones en los términos previstos en la Constitución.
e) Nombrar y separar a los miembros del Gobierno, a propuesta de su Presidente.";0.0
4.0;"Artículo 98.  
1. El Gobierno se compone del Presidente, de los Vicepresidentes, en su caso, de los 
Ministros y de los demás miembros que establezca la ley.
2. El Presidente dirige la acción del Gobierno y coordina las funciones de los demás 
miembros del mismo, sin perjuicio de la competencia y responsabilidad directa de éstos en 
su gestión.
3. Los miembros del Gobierno no podrán ejercer otras funciones representativas que las 
propias del mandato parlamentario, ni cualquier otra función pública que no derive de su 
cargo, ni actividad profesional o mercantil alguna.
4. La ley regulará el estatuto e incompatibilidades de los miembros del Gobierno.
Artículo 99.  
1. Después de cada renovación del Congreso de los Diputados, y en los demás 
supuestos constitucionales en que así proceda, el Rey, previa consulta con los 
representantes designados por los Grupos políticos con representación parlamentaria, y a 
través del Presidente del Congreso, propondrá un candidato a la Presidencia del Gobierno.
2. El candidato propuesto conforme a lo previsto en el apartado anterior expondrá ante el 
Congreso de los Diputados el programa político del Gobierno que pretenda formar y";0.0
